TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Customer_Age_encoded,Target
876,2023-09-06 18:43:52,0,16,2,13,1,18,0,1281,2024-11-04 08:10:00,1,1
556,2023-03-13 17:26:41,0,30,0,27,0,77,0,1431,2024-11-04 08:09:17,2,1
774,2023-05-10 16:27:51,0,33,0,3,3,64,0,10,2024-11-04 08:09:31,0,1
1585,2023-08-22 16:31:34,0,17,2,42,1,215,0,1119,2024-11-04 08:12:11,4,0
322,2023-02-06 16:54:19,0,8,1,57,2,154,0,758,2024-11-04 08:10:55,4,2
6,2023-08-21 17:19:06,0,1,1,37,2,186,0,1204,2024-11-04 08:11:34,3,0
319,2023-10-23 16:35:48,0,7,0,34,2,225,0,1002,2024-11-04 08:09:58,3,0
334,2023-01-09 16:36:16,0,29,0,33,0,27,0,1541,2024-11-04 08:09:24,3,1
1398,2023-05-19 18:32:45,0,17,2,35,2,73,0,797,2024-11-04 08:06:38,3,1
268,2023-11-09 17:51:35,0,19,1,47,2,154,0,423,2024-11-04 08:10:47,4,2
520,2023-11-20 17:15:13,0,11,1,1,3,85,0,399,2024-11-04 08:08:19,0,1
407,2023-04-03 16:25:35,0,18,2,50,0,105,0,1464,2024-11-04 08:08:14,4,2
354,2023-06-29 16:57:52,0,29,1,11,0,147,0,1590,2024-11-04 08:10:59,1,2
367,2023-07-21 17:56:49,0,39,2,51,2,34,0,1005,2024-11-04 08:10:20,4,1
1178,2023-05-17 16:30:05,0,11,1,33,0,260,0,1460,2024-11-04 08:07:39,3,0
166,2023-02-27 18:33:48,0,11,0,9,1,59,0,1232,2024-11-04 08:10:28,1,1
1494,2023-10-04 17:41:08,0,24,3,19,1,90,0,718,2024-11-04 08:11:57,2,2
908,2023-02-13 16:43:40,0,4,2,54,2,132,0,815,2024-11-04 08:06:27,4,2
1343,2023-09-29 17:31:24,0,33,0,0,3,128,0,274,2024-11-04 08:08:45,0,2
954,2023-05-22 16:48:08,0,31,0,30,1,36,0,589,2024-11-04 08:10:50,3,1
1431,2023-11-10 16:26:28,0,38,0,19,0,53,0,1626,2024-11-04 08:06:37,2,1
729,2023-09-25 16:58:25,0,6,0,9,3,249,0,528,2024-11-04 08:07:32,1,0
379,2023-02-23 18:23:29,0,22,2,0,3,56,0,466,2024-11-04 08:11:29,0,1
813,2023-05-09 16:47:42,0,40,2,10,1,125,0,647,2024-11-04 08:10:02,1,2
117,2023-11-20 16:06:10,0,8,1,52,2,170,0,680,2024-11-04 08:09:46,4,2
1516,2023-11-27 16:10:37,0,27,2,26,1,143,0,1087,2024-11-04 08:07:11,2,2
661,2023-01-23 16:48:16,0,40,1,2,3,25,0,412,2024-11-04 08:06:39,0,1
125,2023-01-30 18:50:00,0,35,1,1,3,46,0,914,2024-11-04 08:08:53,0,1
4,2023-02-13 17:49:27,0,7,0,7,3,129,0,369,2024-11-04 08:12:22,0,2
1545,2023-01-23 17:22:25,0,1,1,47,0,193,0,1472,2024-11-04 08:11:06,4,0
179,2023-03-10 18:59:46,0,5,2,13,0,0,0,1328,2024-11-04 08:09:33,1,1
115,2023-04-20 16:01:05,0,5,1,4,3,49,0,244,2024-11-04 08:09:17,0,1
1500,2023-02-02 16:52:26,0,1,1,5,3,208,0,534,2024-11-04 08:07:34,0,0
1032,2023-11-13 16:42:16,0,20,3,37,1,100,0,1339,2024-11-04 08:09:44,3,2
194,2023-09-27 18:52:36,0,4,1,12,0,95,0,1602,2024-11-04 08:07:17,1,2
147,2023-10-23 16:03:09,0,21,1,39,1,56,0,1323,2024-11-04 08:11:41,4,1
1465,2023-01-30 16:34:16,0,22,0,23,1,30,0,954,2024-11-04 08:10:17,2,1
1320,2023-12-12 17:41:53,0,15,0,45,2,67,0,1243,2024-11-04 08:07:42,4,1
1216,2023-02-22 17:29:36,0,33,1,15,1,194,0,567,2024-11-04 08:06:53,1,0
55,2023-02-13 18:17:28,0,31,2,12,1,33,0,1111,2024-11-04 08:10:40,1,1
1002,2023-07-24 17:09:05,0,13,0,18,0,57,0,1423,2024-11-04 08:12:13,2,1
766,2023-07-12 16:11:30,0,30,2,60,2,71,0,955,2024-11-04 08:09:23,4,1
178,2023-06-21 16:52:25,0,18,1,26,0,35,0,1242,2024-11-04 08:09:28,2,1
1000,2023-07-04 17:50:02,0,32,1,61,2,99,0,793,2024-11-04 08:11:48,4,2
1210,2023-12-05 17:57:39,0,13,1,1,3,22,0,353,2024-11-04 08:08:31,0,1
1234,2023-08-21 17:10:10,0,14,0,5,3,145,0,498,2024-11-04 08:08:32,0,2
1365,2023-03-01 17:43:22,0,16,0,7,3,28,0,125,2024-11-04 08:09:23,0,1
665,2023-11-29 16:46:49,0,23,0,39,0,15,0,1234,2024-11-04 08:08:44,4,1
1240,2023-07-10 17:29:39,0,43,1,32,1,93,0,577,2024-11-04 08:06:44,3,2
1110,2023-03-13 16:10:41,0,17,0,9,3,47,0,331,2024-11-04 08:11:25,1,1
111,2023-12-04 16:27:40,0,24,1,0,3,12,0,189,2024-11-04 08:09:38,0,1
815,2023-05-29 16:31:37,0,15,0,43,2,253,0,803,2024-11-04 08:07:21,4,0
296,2023-01-23 17:18:16,0,39,2,21,1,58,0,876,2024-11-04 08:06:59,2,1
463,2023-04-10 16:25:15,0,21,1,15,1,41,0,582,2024-11-04 08:10:13,1,1
1351,2023-11-27 16:30:37,0,8,2,9,1,259,0,1054,2024-11-04 08:07:34,1,0
120,2023-12-04 16:27:03,0,21,2,39,0,89,0,145,2024-11-04 08:08:40,4,1
1010,2023-10-02 16:20:52,0,17,1,10,3,16,0,364,2024-11-04 08:07:37,1,1
864,2023-06-21 16:23:53,0,11,0,9,3,205,0,435,2024-11-04 08:11:13,1,0
805,2023-04-26 17:55:11,0,25,0,48,0,151,0,1609,2024-11-04 08:09:28,4,2
209,2023-06-29 16:04:17,0,24,0,2,3,99,0,478,2024-11-04 08:12:08,0,2
106,2023-06-16 18:47:34,0,5,1,46,2,112,0,282,2024-11-04 08:10:31,4,2
416,2023-01-23 17:39:08,0,15,2,23,1,93,0,1145,2024-11-04 08:07:04,2,2
1337,2023-09-04 16:57:31,0,19,0,40,0,1,0,1486,2024-11-04 08:09:20,4,1
1344,2023-02-27 17:06:36,0,27,1,37,1,77,0,1132,2024-11-04 08:09:59,3,1
346,2023-11-20 17:17:05,0,16,2,41,0,4,0,1360,2024-11-04 08:10:53,4,1
497,2023-05-10 17:41:59,0,0,1,61,2,109,0,801,2024-11-04 08:06:32,4,2
1329,2023-01-02 16:06:29,0,39,1,48,0,137,0,1024,2024-11-04 08:08:56,4,2
986,2023-08-24 16:56:36,0,39,0,8,3,160,0,380,2024-11-04 08:07:54,1,2
524,2023-08-18 17:07:18,0,4,0,48,0,33,0,1605,2024-11-04 08:07:47,4,1
566,2023-12-25 17:31:16,0,31,0,50,0,148,0,1554,2024-11-04 08:10:12,4,2
857,2023-12-25 18:29:05,0,23,1,33,2,84,0,820,2024-11-04 08:11:27,3,1
787,2023-08-10 16:39:44,0,26,0,42,1,170,0,555,2024-11-04 08:10:56,4,2
425,2023-10-12 16:37:49,0,26,0,39,1,37,0,840,2024-11-04 08:09:05,4,1
853,2023-08-14 17:28:37,0,2,1,54,2,95,0,1149,2024-11-04 08:08:46,4,2
482,2023-02-28 17:55:00,0,37,2,61,2,192,0,602,2024-11-04 08:10:27,4,0
17,2023-04-17 16:46:31,0,36,2,20,1,28,0,1237,2024-11-04 08:07:54,2,1
619,2023-08-03 17:25:57,0,14,2,39,2,253,0,409,2024-11-04 08:08:16,4,0
1200,2023-04-03 16:09:09,0,33,1,50,0,24,0,1579,2024-11-04 08:06:56,4,1
90,2023-02-22 17:39:54,0,15,2,27,1,38,0,562,2024-11-04 08:09:36,2,1
1098,2023-12-11 16:03:50,0,13,1,26,0,70,0,1611,2024-11-04 08:08:08,2,1
1349,2023-07-25 17:17:49,0,5,0,61,2,105,0,827,2024-11-04 08:09:09,4,2
687,2023-09-18 16:03:10,0,32,1,6,3,150,0,1356,2024-11-04 08:09:39,0,2
84,2023-01-09 16:05:02,0,10,1,9,3,28,0,154,2024-11-04 08:10:02,1,1
1175,2023-11-06 16:32:58,0,19,3,52,2,135,0,1082,2024-11-04 08:08:35,4,2
1054,2023-10-12 18:11:27,0,31,2,58,2,168,0,895,2024-11-04 08:10:07,4,2
1491,2023-12-04 16:31:42,0,29,1,18,0,111,0,1584,2024-11-04 08:09:34,2,2
387,2023-07-27 17:04:46,0,12,0,31,1,168,0,1417,2024-11-04 08:07:28,3,2
1000,2023-05-08 17:54:56,0,41,2,10,3,25,0,266,2024-11-04 08:09:46,1,1
1271,2023-04-17 16:10:19,0,21,1,8,3,45,0,486,2024-11-04 08:09:30,1,1
860,2023-03-30 16:00:25,0,4,0,45,0,5,0,864,2024-11-04 08:07:06,4,1
668,2023-07-10 16:17:21,0,8,0,55,4,166,0,1193,2024-11-04 08:11:30,4,2
1087,2023-06-05 17:29:48,0,5,2,40,0,137,0,251,2024-11-04 08:09:17,4,2
395,2023-12-22 17:49:57,0,41,1,50,0,147,0,1596,2024-11-04 08:07:50,4,2
657,2023-09-08 16:28:54,0,32,0,46,2,254,0,733,2024-11-04 08:07:41,4,0
589,2023-05-26 16:00:45,0,35,1,4,3,136,0,249,2024-11-04 08:08:35,0,2
494,2023-03-03 17:49:53,0,4,0,6,3,36,0,158,2024-11-04 08:10:15,0,1
779,2023-06-26 16:46:41,0,10,1,40,0,252,0,313,2024-11-04 08:11:06,4,0
1325,2023-02-27 16:47:50,0,7,0,28,1,165,0,368,2024-11-04 08:10:45,3,2
1595,2023-10-30 18:58:42,0,34,0,7,3,19,0,43,2024-11-04 08:07:37,0,1
464,2023-07-12 16:54:53,0,20,1,13,1,159,0,62,2024-11-04 08:07:32,1,2
472,2023-12-18 18:41:26,0,12,1,36,1,155,0,1017,2024-11-04 08:08:36,3,2
1465,2023-02-16 17:05:58,0,4,0,24,1,118,0,1138,2024-11-04 08:08:03,2,2
1598,2023-06-13 16:24:43,0,35,2,44,2,92,0,1251,2024-11-04 08:10:57,4,2
515,2023-12-04 18:01:53,0,29,1,4,3,119,0,132,2024-11-04 08:08:11,0,2
202,2023-08-07 16:49:34,0,29,0,44,2,59,0,600,2024-11-04 08:07:02,4,1
1429,2023-06-12 18:30:51,0,28,2,25,0,119,0,37,2024-11-04 08:11:33,2,2
428,2023-05-22 17:27:11,0,38,0,19,1,60,0,812,2024-11-04 08:12:16,2,1
517,2023-08-02 16:52:15,0,13,1,38,0,17,0,1570,2024-11-04 08:06:29,4,1
895,2023-05-01 16:23:40,0,2,2,61,2,114,0,781,2024-11-04 08:11:47,4,2
1190,2023-02-20 16:08:48,0,11,0,36,2,101,0,1189,2024-11-04 08:10:23,3,2
569,2023-01-16 16:50:13,0,27,1,28,0,88,0,1152,2024-11-04 08:07:54,3,1
1484,2023-08-14 16:36:43,0,23,0,47,0,118,0,1503,2024-11-04 08:12:10,4,2
328,2023-05-08 16:24:00,0,15,1,7,3,21,0,273,2024-11-04 08:10:33,0,1
58,2023-10-09 16:50:41,0,6,2,49,2,63,0,1062,2024-11-04 08:07:19,4,1
341,2023-11-02 16:15:50,0,23,0,10,3,44,0,1376,2024-11-04 08:11:09,1,1
430,2023-12-11 16:06:04,0,18,0,44,2,17,0,982,2024-11-04 08:08:13,4,1
1530,2023-11-03 16:31:22,0,31,0,0,3,258,0,257,2024-11-04 08:10:14,0,0
600,2023-04-03 16:31:32,0,33,1,27,1,53,0,769,2024-11-04 08:09:41,2,1
351,2023-01-02 16:00:06,0,25,0,2,3,37,0,381,2024-11-04 08:10:15,0,1
340,2023-12-08 17:05:35,0,34,1,8,3,62,0,1178,2024-11-04 08:10:54,1,1
797,2023-07-28 17:19:48,0,17,1,45,0,41,0,531,2024-11-04 08:07:04,4,1
854,2023-05-19 18:44:23,0,14,2,21,0,112,0,1121,2024-11-04 08:11:36,2,2
440,2023-01-17 16:10:33,0,41,0,12,1,128,0,703,2024-11-04 08:08:14,1,2
1237,2023-10-09 16:52:40,0,12,2,8,1,39,0,604,2024-11-04 08:10:14,1,1
260,2023-09-25 17:58:54,0,36,2,19,1,229,0,1346,2024-11-04 08:07:56,2,0
1135,2023-07-31 17:46:50,0,14,0,45,2,125,0,458,2024-11-04 08:11:07,4,2
487,2023-07-10 17:25:41,0,24,2,61,2,41,0,760,2024-11-04 08:10:38,4,1
242,2023-10-16 16:23:58,0,35,0,13,1,154,0,68,2024-11-04 08:07:59,1,2
418,2023-12-18 18:25:05,0,13,1,10,3,11,0,514,2024-11-04 08:09:37,1,1
1321,2023-12-18 16:32:56,0,5,2,14,1,55,0,992,2024-11-04 08:08:15,1,1
799,2023-10-16 16:51:25,0,25,1,53,2,147,0,539,2024-11-04 08:11:39,4,2
655,2023-04-25 16:28:35,0,37,2,8,3,253,0,32,2024-11-04 08:09:53,1,0
37,2023-01-09 17:56:30,0,4,0,18,1,255,0,565,2024-11-04 08:09:35,2,0
406,2023-07-24 17:30:24,0,9,0,56,2,62,0,1057,2024-11-04 08:07:37,4,1
1231,2023-01-31 16:51:55,0,33,1,40,2,127,0,507,2024-11-04 08:06:24,4,2
277,2023-06-29 16:11:08,0,14,1,5,3,72,0,461,2024-11-04 08:10:07,0,1
959,2023-06-07 16:26:52,0,26,0,36,2,25,0,1101,2024-11-04 08:11:46,3,1
36,2023-06-16 17:33:15,0,20,1,16,0,277,0,357,2024-11-04 08:09:15,1,0
907,2023-10-03 17:06:56,0,21,1,45,0,1,0,981,2024-11-04 08:08:48,4,1
752,2023-01-16 16:38:57,0,4,1,37,2,116,0,580,2024-11-04 08:07:09,3,2
570,2023-04-20 18:39:10,0,25,1,3,3,143,0,67,2024-11-04 08:10:10,0,2
436,2023-03-27 17:54:30,0,14,0,57,2,115,0,649,2024-11-04 08:11:25,4,2
122,2023-10-26 16:11:13,0,37,0,36,2,61,0,1212,2024-11-04 08:09:29,3,1
419,2023-08-25 16:40:17,0,25,1,8,3,36,0,51,2024-11-04 08:07:11,1,1
1414,2023-08-14 17:18:07,0,20,0,0,3,112,0,997,2024-11-04 08:11:42,0,2
256,2023-02-20 16:47:23,0,12,1,6,3,56,0,128,2024-11-04 08:08:50,0,1
338,2023-05-19 18:47:11,0,1,1,40,1,223,0,900,2024-11-04 08:11:10,4,0
15,2023-08-01 16:13:25,0,5,2,47,0,164,0,938,2024-11-04 08:12:18,4,2
128,2023-08-29 16:19:14,0,12,2,8,1,32,0,1134,2024-11-04 08:10:34,1,1
721,2023-12-01 17:45:19,0,34,0,17,1,93,0,572,2024-11-04 08:12:04,1,2
1239,2023-04-28 17:12:06,0,14,2,38,4,95,0,1098,2024-11-04 08:10:52,4,2
1238,2023-10-30 16:02:32,0,32,2,26,0,24,0,902,2024-11-04 08:09:06,2,1
1383,2023-03-28 18:19:10,0,23,0,21,1,121,0,918,2024-11-04 08:09:54,2,2
1130,2023-06-20 17:05:38,0,18,0,9,3,91,0,23,2024-11-04 08:11:27,1,2
1191,2023-02-27 16:59:07,0,27,1,14,1,21,0,1059,2024-11-04 08:07:38,1,1
237,2023-02-06 16:32:53,0,38,2,12,0,70,0,1567,2024-11-04 08:10:23,1,1
941,2023-02-03 17:46:54,0,6,2,10,1,103,0,599,2024-11-04 08:11:30,1,2
326,2023-09-28 17:06:32,0,5,1,38,0,39,0,1536,2024-11-04 08:11:35,4,1
991,2023-08-14 16:32:28,0,6,1,11,1,138,0,1335,2024-11-04 08:06:36,1,2
584,2023-08-28 17:19:18,0,3,1,2,3,21,0,503,2024-11-04 08:10:42,0,1
257,2023-02-23 18:42:51,0,2,2,35,1,105,0,379,2024-11-04 08:08:20,3,2
1448,2023-09-14 17:25:49,0,22,2,56,2,235,0,1195,2024-11-04 08:12:14,4,0
1207,2023-10-16 18:15:48,0,26,0,4,3,200,0,721,2024-11-04 08:10:26,0,0
20,2023-04-17 16:03:52,0,13,1,14,1,10,0,818,2024-11-04 08:09:28,1,1
651,2023-05-16 16:32:00,0,14,1,24,1,64,0,1099,2024-11-04 08:09:18,2,1
1096,2023-08-29 18:30:14,0,10,2,10,1,246,0,1326,2024-11-04 08:09:57,1,0
46,2023-07-06 18:10:59,0,37,2,4,4,130,0,217,2024-11-04 08:09:48,0,2
1272,2023-01-05 16:13:59,0,13,2,7,3,56,0,1142,2024-11-04 08:07:46,0,1
782,2023-08-07 16:15:16,0,41,1,30,1,184,0,610,2024-11-04 08:09:41,3,2
1053,2023-09-08 17:08:30,0,2,2,43,2,141,0,293,2024-11-04 08:10:10,4,2
484,2023-04-10 17:49:04,0,36,0,34,1,117,0,709,2024-11-04 08:11:40,3,2
1596,2023-11-13 16:46:06,0,31,1,10,4,6,0,1448,2024-11-04 08:08:10,1,1
636,2023-06-15 17:22:42,0,16,2,34,1,170,0,1404,2024-11-04 08:07:56,3,2
530,2023-03-27 16:34:18,0,42,1,13,0,7,0,1415,2024-11-04 08:12:19,1,1
1427,2023-02-10 16:28:47,0,26,1,1,3,95,0,354,2024-11-04 08:08:34,0,2
790,2023-04-20 17:54:10,0,28,0,10,3,40,0,516,2024-11-04 08:09:07,1,1
791,2023-03-13 16:13:13,0,24,1,50,0,225,0,1483,2024-11-04 08:08:48,4,0
1020,2023-08-11 16:31:43,0,3,2,6,3,170,0,134,2024-11-04 08:11:16,0,2
673,2023-07-17 16:32:45,0,6,0,33,2,95,0,560,2024-11-04 08:11:54,3,2
1308,2023-10-30 17:48:09,0,38,2,19,1,93,0,1357,2024-11-04 08:09:32,2,2
1445,2023-06-28 16:07:37,0,25,0,61,4,83,0,658,2024-11-04 08:07:19,4,1
1373,2023-08-21 18:07:14,0,31,1,29,1,197,0,1338,2024-11-04 08:11:33,3,0
44,2023-10-04 16:01:18,0,28,2,58,2,92,0,671,2024-11-04 08:09:45,4,2
743,2023-11-28 16:38:08,0,2,2,3,3,150,0,85,2024-11-04 08:09:35,0,2
667,2023-05-02 16:30:52,0,6,0,35,2,113,0,269,2024-11-04 08:10:16,3,2
1528,2023-02-06 16:07:26,0,13,1,23,0,124,0,1488,2024-11-04 08:08:21,2,2
583,2023-02-21 16:52:16,0,42,0,6,3,68,0,142,2024-11-04 08:08:27,0,1
1358,2023-10-19 18:11:23,0,18,1,34,0,154,0,1227,2024-11-04 08:09:23,3,2
834,2023-07-13 16:44:25,0,15,1,44,2,134,0,694,2024-11-04 08:09:27,4,2
218,2023-11-27 16:27:56,0,21,1,7,3,122,0,234,2024-11-04 08:11:02,0,2
953,2023-05-15 17:33:32,0,26,1,17,0,53,0,942,2024-11-04 08:08:07,1,1
1306,2023-11-16 16:30:01,0,15,1,18,1,202,0,790,2024-11-04 08:06:59,2,0
886,2023-02-09 16:27:52,0,24,1,58,2,53,0,1206,2024-11-04 08:08:39,4,1
606,2023-07-24 16:22:38,0,10,0,0,3,154,0,169,2024-11-04 08:11:58,0,2
420,2023-08-16 16:11:56,0,20,0,43,2,167,0,641,2024-11-04 08:08:46,4,2
1463,2023-09-25 16:40:00,0,17,0,24,0,123,0,1603,2024-11-04 08:10:55,2,2
38,2023-01-09 16:45:12,0,31,0,61,2,55,0,923,2024-11-04 08:10:06,4,1
1371,2023-01-17 16:57:06,0,5,0,6,3,123,0,334,2024-11-04 08:08:44,0,2
632,2023-10-16 16:12:20,0,13,2,59,2,43,0,645,2024-11-04 08:11:48,4,1
1041,2023-12-29 18:07:04,0,8,0,54,2,22,0,1261,2024-11-04 08:09:34,4,1
333,2023-10-30 16:01:43,0,3,2,36,0,243,0,1262,2024-11-04 08:06:53,3,0
910,2023-10-16 16:44:52,0,4,1,49,0,64,0,960,2024-11-04 08:10:59,4,1
826,2023-09-05 18:45:22,0,3,2,39,1,68,0,1065,2024-11-04 08:12:07,4,1
698,2023-09-11 16:24:57,0,26,0,10,3,3,0,342,2024-11-04 08:08:54,1,1
103,2023-12-01 17:26:46,0,1,1,35,0,158,0,1287,2024-11-04 08:11:30,3,2
1036,2023-09-25 17:48:55,0,25,1,37,1,233,0,814,2024-11-04 08:07:56,3,0
259,2023-05-18 17:34:20,0,27,1,9,1,28,0,873,2024-11-04 08:09:07,1,1
1184,2023-05-29 16:17:37,0,3,1,37,0,20,0,481,2024-11-04 08:06:42,3,1
180,2023-05-04 16:37:01,0,13,2,1,3,241,0,89,2024-11-04 08:06:44,0,0
177,2023-04-06 17:41:53,0,13,2,33,2,139,0,385,2024-11-04 08:06:48,3,2
873,2023-09-11 16:25:04,0,4,2,10,3,92,0,289,2024-11-04 08:11:18,1,2
641,2023-01-19 17:08:04,0,24,1,5,3,39,0,187,2024-11-04 08:09:42,0,1
466,2023-12-01 16:01:26,0,42,2,9,3,81,0,473,2024-11-04 08:08:23,1,1
273,2023-08-14 18:14:23,0,4,0,44,0,175,0,1286,2024-11-04 08:07:41,4,2
780,2023-12-19 16:57:40,0,7,1,4,3,149,0,141,2024-11-04 08:07:39,0,2
1043,2023-01-16 17:26:12,0,34,2,22,1,35,0,571,2024-11-04 08:08:24,2,1
1025,2023-11-01 16:09:05,0,1,0,10,3,83,0,17,2024-11-04 08:11:15,1,1
598,2023-02-06 16:30:43,0,39,0,13,1,169,0,1211,2024-11-04 08:10:43,1,2
1541,2023-07-27 16:55:39,0,27,0,32,1,164,0,743,2024-11-04 08:09:19,3,2
903,2023-07-10 18:00:56,0,16,0,48,0,2,0,933,2024-11-04 08:11:27,4,1
413,2023-09-19 16:56:35,0,29,0,40,1,46,0,1231,2024-11-04 08:07:17,4,1
852,2023-09-18 16:51:04,0,16,2,2,3,171,0,236,2024-11-04 08:08:46,0,2
94,2023-12-25 17:18:58,0,29,2,5,3,208,0,230,2024-11-04 08:06:59,0,0
576,2023-05-19 17:57:36,0,5,0,5,3,162,0,1422,2024-11-04 08:08:04,0,2
213,2023-09-01 16:07:38,0,35,0,45,0,125,0,1327,2024-11-04 08:10:04,4,2
992,2023-10-03 16:15:25,0,38,0,34,1,7,0,347,2024-11-04 08:07:59,3,1
1454,2023-06-13 16:10:27,0,23,0,3,3,23,0,75,2024-11-04 08:09:40,0,1
1586,2023-05-25 16:16:02,0,18,1,39,0,62,0,1444,2024-11-04 08:12:05,4,1
1261,2023-09-25 17:01:56,0,20,3,4,3,35,0,12,2024-11-04 08:11:11,0,1
206,2023-08-23 17:22:49,0,41,1,23,1,69,0,626,2024-11-04 08:07:48,2,1
628,2023-01-03 16:27:16,0,26,0,12,0,85,0,1478,2024-11-04 08:11:30,1,1
1292,2023-10-10 18:14:12,0,3,1,6,3,83,0,123,2024-11-04 08:11:00,0,1
74,2023-12-11 18:32:40,0,31,1,6,3,10,0,245,2024-11-04 08:07:47,0,1
1065,2023-11-03 16:50:20,0,17,0,18,1,165,0,1390,2024-11-04 08:07:31,2,2
1256,2023-12-05 16:32:49,0,27,2,48,2,74,0,526,2024-11-04 08:08:46,4,1
960,2023-04-05 16:21:59,0,27,2,35,2,162,0,751,2024-11-04 08:06:23,3,2
465,2023-03-23 17:09:53,0,1,2,4,3,17,0,48,2024-11-04 08:09:16,0,1
1601,2023-07-06 17:52:32,0,12,2,4,3,55,0,1324,2024-11-04 08:06:37,0,1
1581,2023-06-19 16:24:14,0,17,1,10,3,165,0,86,2024-11-04 08:09:30,1,2
104,2023-11-20 16:29:14,0,5,1,50,2,202,0,1029,2024-11-04 08:10:17,4,0
1451,2023-08-24 17:34:13,0,11,1,10,3,38,0,3,2024-11-04 08:08:18,1,1
1265,2024-01-01 17:37:04,0,37,2,11,0,256,0,917,2024-11-04 08:08:05,1,0
1597,2023-08-21 17:32:04,0,7,1,43,2,59,0,1254,2024-11-04 08:08:29,4,1
1310,2023-11-29 16:11:50,0,38,2,31,1,78,0,413,2024-11-04 08:10:19,3,1
393,2023-01-13 17:19:33,0,10,1,0,3,208,0,966,2024-11-04 08:10:09,0,0
31,2023-08-09 18:42:25,0,6,1,58,2,60,0,668,2024-11-04 08:09:27,4,1
943,2023-08-15 17:21:47,0,5,0,8,1,187,0,639,2024-11-04 08:07:57,1,0
1273,2023-08-15 17:35:08,0,38,1,2,3,57,0,71,2024-11-04 08:10:21,0,1
793,2023-02-27 16:08:40,0,33,1,40,1,14,0,1055,2024-11-04 08:11:28,4,1
371,2023-10-18 16:20:15,0,1,1,58,2,202,0,568,2024-11-04 08:10:26,4,0
171,2023-05-19 17:19:00,0,17,1,44,0,112,0,1535,2024-11-04 08:07:18,4,2
728,2023-06-05 16:24:12,0,37,1,44,2,123,0,854,2024-11-04 08:08:04,4,2
306,2023-02-27 17:59:36,0,2,1,36,0,111,0,1355,2024-11-04 08:08:45,3,2
283,2023-04-21 17:19:56,0,19,0,16,0,60,0,1255,2024-11-04 08:07:15,1,1
1440,2023-07-31 17:54:28,0,29,2,9,3,134,0,109,2024-11-04 08:09:21,1,2
685,2023-08-21 18:51:06,0,33,0,50,0,5,0,879,2024-11-04 08:08:23,4,1
616,2023-03-20 17:13:09,0,7,2,54,2,40,0,948,2024-11-04 08:10:37,4,1
219,2023-05-26 16:47:51,0,29,0,38,2,28,0,951,2024-11-04 08:11:50,4,1
1326,2023-04-18 18:55:32,0,15,2,15,1,5,0,770,2024-11-04 08:09:51,1,1
1283,2023-03-28 16:02:03,0,33,0,25,1,223,0,583,2024-11-04 08:11:53,2,0
956,2023-01-26 17:21:46,0,4,1,5,3,92,0,157,2024-11-04 08:11:39,0,2
795,2023-06-09 17:41:13,0,3,0,31,0,249,0,1550,2024-11-04 08:08:48,3,0
455,2023-04-07 17:11:35,0,5,2,34,2,42,0,258,2024-11-04 08:09:41,3,1
1483,2023-12-11 16:09:08,0,7,0,5,3,15,0,443,2024-11-04 08:07:21,0,1
1578,2023-02-27 16:02:00,0,41,2,43,2,53,0,476,2024-11-04 08:12:12,4,1
1459,2023-07-28 16:03:27,0,42,0,60,2,159,0,685,2024-11-04 08:08:19,4,2
486,2023-06-29 16:06:51,0,30,0,32,0,53,0,1031,2024-11-04 08:09:27,3,1
522,2023-05-15 17:46:13,0,6,2,52,0,73,0,1122,2024-11-04 08:10:59,4,1
402,2023-07-31 16:46:29,0,28,1,14,0,42,0,371,2024-11-04 08:08:12,1,1
258,2023-09-15 17:00:20,0,10,1,7,3,27,0,454,2024-11-04 08:11:55,0,1
1136,2023-03-22 16:18:37,0,14,1,34,0,35,0,863,2024-11-04 08:11:48,3,1
172,2023-07-12 16:50:42,0,14,0,15,0,274,0,1604,2024-11-04 08:10:43,1,0
1522,2023-03-08 17:07:21,0,36,2,49,2,105,0,921,2024-11-04 08:08:42,4,2
874,2023-09-18 18:35:23,0,25,0,23,1,38,0,677,2024-11-04 08:06:33,2,1
157,2023-12-25 16:30:45,0,1,0,11,0,86,0,1477,2024-11-04 08:09:42,1,1
496,2023-08-09 16:22:25,0,40,0,31,1,88,0,538,2024-11-04 08:08:38,3,1
703,2023-05-11 17:15:10,0,27,0,41,1,137,0,1398,2024-11-04 08:11:20,4,2
51,2023-07-19 17:38:50,0,18,0,37,2,20,0,586,2024-11-04 08:11:06,3,1
997,2023-03-27 17:25:32,0,20,1,20,0,27,0,1052,2024-11-04 08:12:10,2,1
938,2023-05-29 18:40:32,0,35,0,21,1,142,0,179,2024-11-04 08:07:18,2,2
519,2023-05-01 16:23:22,0,39,1,20,0,80,0,1551,2024-11-04 08:10:57,2,1
885,2023-02-15 16:50:13,0,6,2,46,2,58,0,939,2024-11-04 08:10:52,4,1
1457,2023-11-03 18:37:18,0,13,2,37,1,147,0,634,2024-11-04 08:12:18,3,2
829,2023-12-20 17:13:50,0,31,0,42,0,56,0,1576,2024-11-04 08:09:43,4,1
443,2023-11-20 17:08:33,0,7,0,8,1,265,0,1131,2024-11-04 08:10:50,1,0
